FamilyMembers,FanHoursPerDay,RefrigeratorHoursPerDay,AirConditionerHoursPerDay,TelevisionHoursPerDay,MonitorHoursPerDay,WashingMachineHoursPerWeek,LightingHoursPerDay,City,Month,TariffRateINRPerKWh,MonthlyConsumptionKWh,ElectricityBillINR
1,5.8,20.8,2.2,2.4,3.7,4.6,8.5,Bengaluru,11,7.7,264.5,2036.45
3,5.9,24.0,3.2,1.9,5.7,2.9,9.2,Chennai,10,8.5,361.9,3075.75
1,7.9,21.2,2.9,0.0,6.6,3.3,2.0,Chennai,4,8.4,308.5,2591.63
1,8.4,17.6,1.8,1.3,0.9,2.1,2.0,Chennai,9,8.3,229.8,1907.18
4,4.5,24.0,3.6,1.7,3.9,3.0,3.8,Ahmedabad,10,7.6,364.8,2772.32
5,11.3,17.7,5.5,2.8,1.6,5.2,3.8,Jaipur,9,7.2,440.2,3169.75
4,5.4,24.0,2.8,4.2,3.3,4.7,5.0,Jaipur,2,7.6,337.9,2568.32
1,9.4,16.2,1.4,3.4,6.8,4.0,6.1,Kolkata,8,7.7,245.5,1890.41
3,8.1,20.8,2.4,1.0,4.8,4.4,6.4,Kolkata,8,7.5,293.4,2200.3
6,8.5,24.0,1.7,6.2,1.7,2.9,7.1,Jaipur,7,7.5,294.0,2205.14
4,5.4,17.4,2.2,1.3,1.6,4.4,4.6,Hyderabad,8,8.3,260.2,2159.84
5,2.7,20.2,1.8,7.1,3.0,2.8,5.8,Kolkata,3,7.9,271.4,2143.68
1,6.9,23.5,6.2,3.8,3.2,0.5,5.9,Hyderabad,6,7.9,481.3,3802.3
6,7.0,13.2,11.5,5.6,3.3,5.7,6.0,Delhi,1,7.6,748.5,5688.93
4,4.6,22.8,2.1,4.6,0.0,2.7,5.0,Pune,7,8.2,265.1,2173.77
4,9.3,19.7,3.0,6.5,7.0,4.6,6.4,Lucknow,1,7.2,347.1,2499.37
4,6.9,24.0,1.9,3.4,7.2,2.5,3.9,Kolkata,9,7.9,274.1,2165.45
4,5.0,17.5,1.6,3.0,4.0,0.0,9.4,Jaipur,1,7.4,235.1,1739.6
6,8.5,15.8,1.9,4.1,1.3,2.9,4.2,Pune,1,8.1,250.6,2029.95
3,8.5,18.4,0.3,2.9,1.7,0.2,6.8,Pune,7,8.2,174.2,1428.79
5,5.2,18.3,4.6,4.4,1.1,4.1,5.4,Mumbai,2,9.0,394.5,3550.19
5,10.1,19.4,1.1,6.6,0.9,2.7,5.0,Jaipur,5,7.4,246.7,1825.78
1,12.6,18.6,4.0,0.1,1.7,4.8,3.0,Lucknow,8,7.4,332.0,2456.66
2,4.3,14.0,2.9,3.3,3.8,3.3,4.9,Jaipur,8,7.5,281.8,2113.77
3,6.5,19.7,2.6,7.9,3.3,1.5,5.5,Kolkata,3,7.5,301.6,2261.85
1,7.8,20.7,4.7,2.7,6.0,4.0,4.8,Bengaluru,7,8.0,382.0,3056.15
1,12.7,19.4,3.8,5.5,0.0,0.7,7.3,Delhi,3,7.3,331.3,2418.75
4,5.2,20.9,6.1,5.2,1.2,2.5,9.3,Hyderabad,6,8.1,430.4,3486.27
2,4.7,20.3,6.0,0.6,0.0,0.2,5.9,Bengaluru,6,7.7,407.2,3135.38
2,4.6,15.9,4.4,4.1,3.3,3.5,7.0,Delhi,3,7.3,353.8,2582.8
3,10.1,19.1,3.3,3.9,6.2,3.4,8.5,Bengaluru,7,8.1,359.1,2908.4
2,5.2,20.3,8.1,9.9,2.1,3.2,3.9,Hyderabad,3,8.1,497.0,4026.04
1,4.9,19.3,3.3,0.0,5.7,1.6,9.5,Ahmedabad,8,7.8,334.1,2606.11
2,7.6,15.5,10.6,0.3,4.4,5.0,3.4,Jaipur,10,7.4,605.3,4479.36
2,7.8,23.7,2.2,3.0,4.7,4.4,6.0,Bengaluru,4,8.1,291.0,2357.3
5,9.7,17.1,1.1,2.8,4.2,3.4,7.3,Kolkata,1,7.5,227.3,1704.96
1,7.2,16.3,6.4,1.7,6.6,2.1,9.1,Lucknow,4,7.3,434.9,3174.98
6,7.6,20.1,0.3,1.9,2.6,2.5,6.0,Chennai,7,8.1,195.2,1580.98
2,6.7,19.1,5.0,4.9,4.4,3.0,6.2,Kolkata,11,7.9,399.3,3154.77
2,3.7,21.8,0.9,1.8,6.7,1.3,9.3,Hyderabad,4,8.1,219.4,1777.19
4,6.5,22.6,3.6,2.4,1.0,4.3,3.0,Lucknow,6,7.3,368.0,2686.52
2,7.2,22.2,5.0,5.5,2.6,4.9,4.0,Kolkata,9,7.5,401.7,3012.95
2,5.9,20.0,0.7,5.2,4.1,5.6,3.6,Pune,1,8.0,231.4,1850.88
5,3.1,21.7,3.3,2.5,1.3,2.5,3.8,Jaipur,5,7.6,328.7,2498.12
1,4.2,15.3,5.3,0.6,1.2,5.1,4.2,Lucknow,11,7.3,344.4,2514.33
3,6.9,23.3,0.3,5.3,7.1,5.2,8.5,Pune,7,8.0,222.6,1780.75
1,9.3,18.8,3.4,1.6,1.4,2.1,9.0,Kolkata,1,7.8,301.6,2352.77
4,11.2,24.0,2.5,6.1,2.3,1.5,6.8,Delhi,4,7.3,325.7,2377.97
1,6.5,23.4,9.0,4.3,3.4,4.6,8.0,Mumbai,6,8.9,637.0,5669.71
2,5.2,19.4,2.1,3.1,3.9,2.2,7.6,Delhi,2,7.6,274.1,2083.17
4,6.1,20.1,11.7,4.4,1.9,1.9,6.0,Jaipur,10,7.2,670.5,4827.35
1,4.4,23.6,4.1,0.0,2.6,4.2,7.9,Lucknow,5,7.4,378.6,2801.76
4,9.0,13.2,2.8,6.5,1.0,0.9,7.5,Lucknow,11,7.3,269.0,1964.0
3,12.3,19.5,1.7,3.1,1.9,2.3,7.3,Jaipur,10,7.2,252.0,1814.55
1,5.3,24.0,2.2,3.8,4.4,0.2,6.2,Pune,1,8.0,294.2,2353.59
6,4.0,22.5,6.5,2.3,4.8,1.7,6.4,Mumbai,6,8.8,507.7,4467.8
2,9.5,17.5,3.2,3.2,5.0,2.0,5.7,Kolkata,6,7.7,322.8,2485.38
4,7.8,20.9,2.3,6.7,3.0,1.9,2.5,Hyderabad,4,8.3,290.3,2409.61
6,7.8,17.1,0.8,3.0,2.6,2.4,5.9,Delhi,8,7.3,210.6,1537.28
6,11.0,19.0,2.7,2.7,0.4,0.0,6.1,Delhi,4,7.3,284.9,2079.56
5,3.6,21.0,4.6,4.9,2.3,1.5,4.2,Chennai,8,8.1,386.1,3127.34
4,3.5,21.5,1.6,4.1,3.3,5.0,5.0,Mumbai,8,8.6,252.3,2169.91
6,6.6,22.2,14.0,6.6,5.2,3.4,7.4,Hyderabad,5,8.3,839.9,6971.38
5,7.2,23.7,10.1,0.0,0.0,2.2,7.8,Delhi,4,7.7,709.1,5460.03
6,6.1,16.4,0.3,2.6,2.3,2.0,2.7,Hyderabad,12,8.1,176.2,1427.29
2,13.2,20.1,2.3,0.7,0.0,4.1,4.6,Kolkata,2,7.5,261.0,1957.46
3,6.2,17.4,1.9,6.0,0.0,3.1,7.6,Lucknow,11,7.2,268.9,1936.31
5,5.6,18.8,0.5,0.9,5.6,1.3,3.5,Hyderabad,3,8.2,201.6,1653.49
3,7.3,17.7,2.0,4.2,0.4,2.2,5.7,Delhi,3,7.6,267.6,2033.41
4,9.4,21.5,2.7,0.9,3.2,1.1,3.5,Pune,4,8.0,292.0,2335.99
2,5.2,23.2,6.7,2.5,5.1,2.0,4.2,Mumbai,4,9.0,479.6,4316.54
5,6.6,23.3,5.8,1.5,2.1,4.0,6.7,Jaipur,10,7.5,430.9,3231.61
4,9.5,16.7,5.1,3.5,0.6,3.9,7.3,Bengaluru,11,7.9,426.5,3369.59
6,9.6,19.6,7.4,7.6,3.2,4.5,8.1,Ahmedabad,11,7.4,547.7,4052.74
1,7.5,16.6,4.1,0.6,6.1,3.2,11.6,Ahmedabad,5,7.6,326.1,2478.34
4,13.0,16.5,4.0,1.2,5.0,0.7,5.6,Bengaluru,4,7.7,380.3,2928.18
3,12.0,18.0,4.7,4.7,2.5,1.1,5.7,Hyderabad,11,8.2,379.2,3109.81
2,3.5,21.0,2.0,3.2,1.9,3.7,8.6,Mumbai,10,8.8,258.7,2276.27
2,2.8,21.6,3.5,1.0,5.3,3.2,8.3,Hyderabad,8,7.9,314.4,2483.58
4,9.0,22.0,4.5,2.6,0.1,1.3,7.1,Jaipur,6,7.6,365.8,2780.46
6,10.4,21.8,5.2,0.5,4.9,2.5,5.2,Mumbai,6,8.8,440.9,3879.65
1,6.4,17.5,6.1,2.5,1.9,5.8,7.5,Bengaluru,8,8.1,419.5,3397.93
3,5.7,23.5,1.5,1.6,0.0,4.4,4.8,Hyderabad,7,8.1,228.2,1848.53
4,4.9,22.4,1.5,4.1,0.0,5.2,4.7,Chennai,10,8.5,264.5,2248.58
4,4.1,18.8,10.9,4.8,6.3,1.2,6.6,Delhi,11,7.5,683.0,5122.36
2,9.8,18.9,1.5,0.0,2.6,5.5,10.1,Pune,12,8.2,262.2,2150.44
3,6.0,18.0,2.1,3.7,1.2,2.2,5.4,Lucknow,10,7.3,250.2,1826.78
1,7.8,16.1,4.1,0.0,2.9,5.4,6.1,Pune,8,7.8,335.9,2620.24
2,2.4,22.0,0.4,3.5,1.9,3.5,2.8,Jaipur,2,7.5,184.5,1383.6
4,9.5,22.5,1.9,6.7,1.9,3.9,4.2,Hyderabad,9,8.3,289.6,2403.59
2,8.5,17.2,1.0,2.8,2.0,4.0,6.7,Kolkata,1,7.5,213.2,1598.8
2,3.6,16.3,0.8,4.0,3.0,3.1,7.0,Mumbai,8,9.0,186.4,1677.49
5,7.6,17.2,6.0,5.0,4.5,3.9,9.9,Hyderabad,12,8.1,423.0,3426.62
2,7.0,20.3,5.1,5.0,0.0,1.5,3.9,Mumbai,11,9.0,399.6,3596.0
6,5.9,15.9,1.3,5.2,5.7,2.8,6.3,Lucknow,12,7.3,243.2,1775.44
2,1.0,23.4,6.2,4.4,1.1,4.2,5.1,Chennai,12,8.1,445.2,3606.34
6,5.3,23.2,8.7,2.0,3.5,3.2,6.6,Pune,4,8.2,657.0,5387.06
3,7.8,21.3,9.9,4.8,2.9,2.5,4.9,Delhi,4,7.3,618.8,4516.89
2,5.6,22.4,8.9,6.5,1.4,3.4,2.5,Lucknow,5,7.3,563.4,4112.95
1,6.4,20.2,3.5,4.5,5.3,1.0,7.3,Lucknow,8,7.0,341.5,2390.17
6,10.7,21.4,2.8,3.9,1.4,4.6,4.5,Pune,5,7.8,330.7,2579.23
6,6.8,16.1,5.1,0.2,5.8,0.0,5.5,Lucknow,8,7.2,361.0,2599.4
4,1.8,24.0,2.2,1.4,4.3,3.0,6.1,Kolkata,10,7.5,294.0,2205.0
3,6.5,18.5,3.7,2.1,1.5,4.1,5.9,Kolkata,1,7.9,322.7,2549.11
2,7.2,19.6,2.0,1.3,0.6,3.1,2.0,Ahmedabad,12,7.4,255.9,1893.34
1,4.9,24.0,2.8,3.2,5.1,2.3,2.8,Ahmedabad,10,7.7,309.6,2384.28
4,8.8,19.3,1.0,1.6,0.7,4.6,5.4,Kolkata,9,7.5,217.5,1631.56
3,3.3,22.2,6.5,5.2,2.7,2.0,10.6,Bengaluru,6,7.9,510.8,4035.57
6,6.7,21.5,3.8,2.7,4.4,5.5,4.1,Chennai,3,8.4,362.2,3042.27
1,3.3,16.0,0.7,1.3,3.9,2.7,5.3,Mumbai,8,9.0,158.9,1430.02
2,6.3,17.0,2.2,1.7,2.6,2.6,8.7,Chennai,9,8.4,239.9,2015.38
5,8.8,24.0,7.4,3.6,1.5,4.1,7.4,Jaipur,6,7.2,549.1,3953.82
5,6.6,21.7,1.3,2.9,4.4,2.5,6.8,Lucknow,11,7.3,272.7,1990.91
3,6.4,19.9,1.3,3.6,0.0,3.1,6.2,Delhi,7,7.7,227.4,1750.84
1,7.1,18.4,2.4,3.0,3.5,3.9,2.2,Lucknow,1,7.4,275.2,2036.29
4,7.2,21.0,2.2,6.9,0.4,1.2,2.8,Chennai,5,8.4,285.5,2398.43
1,8.7,21.2,11.1,5.2,1.2,3.9,4.2,Kolkata,5,7.8,665.5,5190.68
6,8.7,20.7,1.7,1.8,3.7,0.5,5.2,Pune,10,8.0,241.3,1930.02
5,10.6,23.2,2.5,0.0,1.5,3.0,8.4,Jaipur,4,7.6,313.6,2383.63
3,7.4,17.4,0.2,2.8,5.3,2.5,6.1,Kolkata,6,7.7,186.1,1433.26
2,2.8,17.0,2.3,1.2,4.4,1.0,4.7,Chennai,7,8.1,251.5,2036.89
1,9.1,23.1,5.0,0.0,1.6,5.5,5.4,Pune,9,8.2,398.3,3266.04
5,10.4,24.0,4.7,4.8,2.5,3.3,8.7,Delhi,1,7.7,420.7,3239.24
4,13.2,22.5,6.6,3.5,0.8,2.0,6.3,Chennai,6,8.3,481.3,3994.86
3,10.6,23.9,4.4,5.7,3.9,3.2,7.3,Mumbai,7,8.6,402.9,3464.65
2,5.8,19.8,9.3,3.4,6.1,6.7,5.0,Hyderabad,3,8.2,601.1,4929.02
1,7.5,20.8,3.6,3.1,0.6,1.5,2.1,Pune,8,8.2,316.7,2597.14
4,6.3,20.8,2.5,1.0,3.4,4.0,7.3,Chennai,5,8.3,298.8,2480.44
2,6.0,19.8,1.9,2.2,3.6,1.6,6.6,Kolkata,9,7.9,242.8,1918.04
6,6.7,24.0,3.1,0.0,0.5,3.7,7.9,Mumbai,5,8.8,333.0,2930.43
5,10.2,23.3,1.5,5.6,1.0,2.0,6.2,Bengaluru,9,7.9,275.1,2173.61
6,3.0,18.8,3.9,0.9,0.0,2.8,10.8,Pune,10,8.0,334.4,2675.03
5,4.5,15.1,7.0,3.9,4.1,3.2,4.1,Mumbai,4,9.0,482.7,4344.52
4,10.0,19.8,2.0,3.0,2.3,5.0,3.8,Kolkata,9,7.8,265.4,2070.2
6,10.6,16.5,8.6,4.3,1.5,0.8,5.6,Chennai,5,8.4,590.7,4961.94
5,5.4,20.1,1.0,3.6,7.1,5.5,5.4,Lucknow,10,7.2,245.7,1769.19
3,11.1,16.8,0.4,0.9,0.0,0.1,5.6,Delhi,9,7.6,171.9,1306.4
4,9.4,23.8,2.0,2.8,5.6,3.5,5.8,Lucknow,3,7.3,297.0,2167.99
5,6.3,22.1,0.6,6.0,0.0,3.1,5.4,Hyderabad,4,8.3,216.7,1798.66
1,1.0,22.0,1.4,1.9,2.0,2.8,4.9,Mumbai,9,8.9,210.1,1870.06
5,2.8,23.2,3.3,5.8,0.0,3.1,4.0,Hyderabad,10,7.9,322.2,2545.62
6,5.4,21.2,0.6,4.8,1.4,3.8,7.1,Delhi,11,7.5,208.4,1562.69
3,8.9,21.6,4.1,3.8,1.9,3.7,8.4,Mumbai,6,8.6,381.7,3282.81
2,8.9,24.0,1.7,2.0,1.6,2.7,12.0,Ahmedabad,2,7.8,283.3,2209.53
2,5.8,19.6,4.4,4.0,3.5,4.1,6.7,Kolkata,7,7.9,353.8,2795.27
5,6.4,21.8,0.8,2.5,4.8,2.7,8.3,Mumbai,2,8.6,245.5,2110.88
2,6.9,16.8,1.7,5.7,2.8,3.1,6.4,Kolkata,11,7.9,225.6,1781.93
5,6.5,20.2,1.5,0.9,3.6,4.7,7.4,Lucknow,2,7.3,262.0,1912.3
3,7.4,24.0,3.3,4.1,6.1,4.8,5.9,Jaipur,11,7.2,344.1,2477.49
2,6.9,22.4,1.8,3.6,1.6,4.6,5.4,Pune,1,8.1,279.6,2264.53
6,2.8,19.7,4.3,4.2,4.8,1.5,5.5,Jaipur,11,7.5,389.4,2920.52
6,6.5,20.8,3.4,4.9,8.1,3.6,9.8,Chennai,11,8.5,411.9,3500.86
1,6.9,19.9,2.8,1.7,6.6,3.7,9.6,Pune,12,8.2,297.4,2438.97
5,9.5,20.7,2.3,1.7,6.3,5.7,4.3,Pune,11,7.8,273.1,2130.01
2,4.9,18.8,8.6,3.9,4.5,4.2,7.0,Bengaluru,3,8.1,511.9,4146.72
6,7.5,21.5,4.1,5.4,5.3,2.1,5.5,Pune,6,8.0,387.5,3099.96
3,8.4,21.6,3.8,3.0,2.0,2.4,9.6,Delhi,8,7.7,361.5,2783.79
3,6.6,20.0,3.7,6.4,2.8,0.0,3.6,Jaipur,9,7.4,330.4,2445.24
1,2.6,20.4,1.9,2.9,2.6,2.9,8.3,Lucknow,7,7.4,250.5,1853.47
3,9.5,21.0,0.5,2.1,1.7,2.4,6.2,Kolkata,4,7.9,210.9,1666.26
3,8.9,18.4,11.0,4.4,3.3,2.2,2.3,Chennai,6,8.4,681.2,5722.1
2,7.6,21.5,2.8,2.4,2.0,1.8,9.8,Pune,5,7.8,305.4,2381.9
5,7.1,22.3,3.6,2.4,3.1,5.3,2.5,Chennai,8,8.3,342.0,2838.85
4,2.5,24.0,8.5,4.0,0.2,0.0,4.0,Lucknow,1,7.0,575.9,4031.07
3,8.9,21.0,1.9,5.4,1.9,1.1,3.5,Chennai,1,8.5,283.5,2409.9
3,10.7,18.3,2.4,4.1,5.6,6.6,8.6,Lucknow,11,7.4,300.3,2222.08
4,4.2,19.7,8.9,3.7,3.4,4.5,4.8,Pune,6,8.2,547.0,4485.44
3,10.4,16.6,1.8,7.3,5.7,3.5,3.7,Lucknow,10,7.0,277.3,1941.16
2,9.8,22.2,1.1,4.9,1.8,3.0,7.2,Pune,12,7.8,244.9,1910.11
2,4.1,13.8,0.6,2.8,2.5,2.1,3.8,Bengaluru,2,8.0,159.4,1274.99
4,6.0,23.1,14.0,5.7,3.4,1.1,6.9,Bengaluru,5,8.0,892.6,7141.1
6,3.5,23.4,7.8,3.0,2.6,3.6,6.7,Lucknow,1,7.3,504.6,3683.38
3,6.8,12.0,0.2,4.7,0.2,4.2,6.5,Bengaluru,7,7.9,149.2,1179.03
6,8.1,23.8,4.9,4.6,4.1,2.0,2.1,Kolkata,1,7.5,432.9,3247.07
3,3.7,23.1,11.2,3.5,1.0,0.3,8.3,Kolkata,4,7.8,741.4,5782.88
5,8.0,19.1,2.8,2.1,3.0,4.0,8.9,Bengaluru,9,7.7,311.9,2401.29
3,8.6,16.4,2.1,3.4,0.0,4.2,7.9,Bengaluru,1,8.1,254.4,2060.35
2,8.6,17.5,3.1,2.6,1.7,4.2,7.5,Ahmedabad,4,7.4,306.1,2265.21
1,8.1,17.7,10.1,4.0,2.7,2.8,5.7,Ahmedabad,6,7.7,635.2,4891.09
1,3.9,23.9,1.9,4.3,4.1,0.0,9.5,Pune,6,8.0,285.9,2287.43
1,6.7,18.7,1.4,0.0,0.5,1.2,3.2,Lucknow,12,7.3,215.7,1574.7
1,7.9,22.7,1.4,4.2,1.2,4.9,2.0,Hyderabad,8,7.9,221.7,1751.74
6,10.7,19.6,0.1,9.4,6.5,1.0,8.5,Hyderabad,1,8.3,219.7,1823.41
6,7.0,20.2,2.2,2.9,6.9,4.0,2.5,Bengaluru,7,8.1,304.8,2468.98
3,8.1,15.3,6.8,5.5,4.0,1.5,8.2,Chennai,1,8.1,478.1,3872.28
6,4.7,16.6,4.1,5.0,5.6,1.3,3.2,Bengaluru,7,7.9,360.8,2849.96
3,4.1,23.9,4.5,0.2,2.2,5.7,7.3,Ahmedabad,3,7.7,375.7,2893.1
5,3.8,19.5,3.7,4.5,4.3,5.8,4.5,Pune,11,7.8,355.2,2770.77
3,5.9,20.9,2.5,1.8,4.2,3.2,6.8,Bengaluru,8,7.7,288.1,2218.29
1,12.2,24.0,2.6,3.1,1.1,2.3,8.8,Jaipur,3,7.2,320.0,2304.11
4,6.0,19.6,3.8,0.6,3.4,4.5,4.3,Chennai,1,8.1,346.9,2810.04
4,7.9,19.4,2.0,4.4,2.4,0.6,9.3,Jaipur,8,7.5,275.2,2063.85
2,8.4,23.6,1.3,2.8,3.7,4.8,6.0,Pune,3,8.1,259.5,2101.78
2,4.3,20.0,2.1,6.2,1.9,6.0,6.2,Pune,2,8.1,273.3,2213.37
3,5.9,21.0,0.9,0.8,0.1,3.9,8.4,Kolkata,1,7.8,226.5,1767.01
4,8.6,23.0,1.5,5.3,3.0,1.3,8.6,Mumbai,3,8.9,286.9,2553.14
1,8.1,20.0,6.0,4.3,4.7,5.3,5.9,Jaipur,2,7.4,453.4,3354.99
6,2.0,22.4,2.4,1.8,4.7,3.5,2.9,Kolkata,2,7.9,305.0,2409.17
1,8.5,19.7,4.9,0.4,0.0,2.8,6.1,Ahmedabad,6,7.8,411.2,3207.53
1,5.6,22.9,4.1,2.9,3.4,1.5,3.0,Delhi,12,7.6,340.0,2583.85
3,5.7,21.3,3.0,4.0,4.4,1.3,5.8,Chennai,1,8.5,305.6,2597.25
3,8.0,19.3,5.3,1.4,3.3,4.7,5.3,Delhi,2,7.3,415.7,3034.62
5,10.8,20.2,2.4,1.6,4.7,2.9,3.1,Lucknow,6,7.4,298.5,2208.63
1,6.5,12.7,3.8,5.5,0.2,2.9,4.2,Ahmedabad,3,7.7,293.8,2261.98
1,9.9,23.6,1.6,1.9,0.7,3.2,8.6,Ahmedabad,4,7.6,267.4,2032.61
3,3.4,16.2,0.2,4.7,4.2,0.1,5.4,Delhi,1,7.7,160.2,1233.72
3,7.3,16.8,1.7,5.9,2.3,3.0,5.1,Jaipur,8,7.2,254.7,1833.75
5,5.6,18.7,2.6,1.9,5.3,3.0,7.1,Mumbai,7,8.8,286.5,2520.93
5,7.7,14.6,1.3,1.0,3.6,5.2,9.3,Jaipur,7,7.6,215.8,1640.15
2,6.3,21.4,8.1,5.2,1.2,4.2,4.8,Delhi,3,7.3,540.9,3948.46
4,3.6,21.1,2.7,2.9,1.1,1.2,8.3,Lucknow,10,7.0,291.0,2036.93
1,4.8,18.5,4.6,2.6,0.0,2.4,6.0,Jaipur,10,7.5,339.5,2546.27
1,2.9,18.0,7.0,6.4,4.4,4.6,9.9,Hyderabad,3,8.1,489.9,3968.36
5,3.7,17.9,3.0,3.0,2.8,1.0,8.1,Jaipur,2,7.6,293.5,2230.23
5,8.2,21.8,1.7,4.1,4.8,5.5,5.3,Pune,12,8.0,310.2,2481.21
2,6.4,15.2,1.1,0.3,3.5,2.9,6.6,Kolkata,1,7.5,190.4,1428.12
4,7.6,18.8,0.6,3.3,3.2,3.8,4.4,Chennai,7,8.4,207.5,1743.01
2,11.5,15.4,4.9,1.7,4.6,2.3,6.3,Jaipur,7,7.2,360.3,2594.14
4,6.3,22.3,5.3,2.5,2.8,2.3,4.3,Mumbai,12,9.0,431.1,3880.21
6,8.6,19.0,7.2,2.4,2.3,1.6,4.6,Mumbai,2,8.8,483.1,4251.51
1,7.1,21.6,6.3,6.1,3.0,5.3,8.3,Jaipur,7,7.6,499.3,3794.7
2,13.9,23.7,8.7,2.2,4.7,3.9,6.5,Bengaluru,8,8.1,560.1,4537.16
5,1.0,23.8,5.3,2.4,1.1,1.6,6.7,Ahmedabad,1,7.4,418.7,3098.19
2,5.2,16.9,3.4,6.6,4.8,4.1,5.0,Jaipur,9,7.6,338.4,2571.82
6,8.6,20.9,2.0,2.8,3.1,4.4,5.4,Ahmedabad,7,7.8,291.3,2272.52
2,5.1,23.4,2.7,2.3,2.2,4.6,5.3,Hyderabad,3,8.3,302.3,2509.0
1,8.4,22.1,3.0,5.7,3.4,3.4,4.8,Delhi,8,7.6,342.5,2603.02
6,6.8,22.4,7.9,3.5,5.4,3.3,4.7,Hyderabad,7,8.3,539.2,4475.2
5,9.2,14.7,6.5,3.7,5.3,1.6,4.3,Jaipur,11,7.4,434.0,3211.25
5,4.2,22.0,1.5,4.1,3.8,5.0,3.2,Mumbai,8,8.6,245.2,2108.34
3,7.4,17.6,5.1,6.2,4.3,4.0,5.8,Bengaluru,6,8.0,392.9,3143.04
6,8.2,22.0,4.7,1.4,3.1,4.5,4.1,Lucknow,9,7.2,413.0,2973.26
3,7.3,21.9,5.8,5.8,1.8,0.2,9.3,Ahmedabad,5,7.7,447.4,3445.15
3,7.4,21.8,2.2,0.5,3.9,4.4,3.3,Kolkata,3,7.9,288.8,2281.24
1,10.0,19.7,2.9,1.9,2.1,3.0,5.2,Ahmedabad,3,7.4,302.1,2235.77
2,2.8,23.9,5.8,1.7,0.9,4.2,7.5,Pune,1,8.0,443.8,3550.56
5,7.3,21.5,2.3,3.2,2.2,1.2,2.0,Chennai,12,8.4,260.8,2190.76
5,4.0,21.0,1.3,2.0,0.0,5.7,7.5,Jaipur,8,7.4,242.6,1795.42
2,8.9,17.2,4.6,6.0,0.5,2.0,4.4,Hyderabad,2,7.9,390.1,3081.4
5,4.9,21.2,2.7,4.5,7.1,4.7,3.8,Kolkata,3,7.5,322.9,2421.74
2,1.0,24.0,6.2,3.5,5.3,2.7,7.2,Mumbai,8,9.0,444.4,3999.63
6,9.0,15.8,3.1,1.7,2.5,5.8,7.4,Mumbai,8,8.9,293.6,2613.38
1,6.3,22.2,0.1,6.3,4.0,3.4,3.8,Mumbai,11,8.8,198.7,1748.4
1,7.9,22.6,4.9,3.7,1.1,5.8,5.3,Lucknow,4,7.0,407.2,2850.7
1,10.6,24.0,5.3,3.0,4.3,2.9,8.4,Pune,4,8.2,414.8,3401.03
2,7.9,22.2,8.7,3.2,3.5,1.3,5.1,Mumbai,5,8.9,582.6,5184.82
2,7.4,20.0,2.1,3.1,1.6,3.4,4.0,Mumbai,6,9.0,262.7,2364.12
4,6.9,21.3,2.7,5.2,2.4,2.8,5.8,Jaipur,5,7.6,334.4,2541.45
5,4.1,19.2,1.6,5.8,2.2,2.1,5.8,Pune,7,8.2,242.0,1984.08
5,6.5,23.7,6.1,1.6,4.7,4.9,5.5,Bengaluru,2,8.1,487.3,3947.13
4,11.9,15.4,1.1,2.2,2.8,1.0,6.9,Bengaluru,7,8.1,226.1,1831.22
4,6.1,18.5,4.7,2.3,0.0,5.9,4.7,Pune,10,8.2,386.4,3168.75
1,6.6,21.3,1.5,4.1,2.1,2.7,7.3,Chennai,7,8.5,241.5,2053.1
4,10.1,23.5,2.9,5.5,1.4,1.0,5.3,Lucknow,1,7.4,326.5,2416.14
2,3.1,20.0,0.7,0.8,0.0,3.6,3.1,Kolkata,7,7.9,173.3,1368.79
3,8.6,17.7,6.1,1.4,1.5,3.3,9.2,Ahmedabad,5,7.7,429.8,3309.66
2,3.0,19.4,2.6,2.8,0.0,2.8,2.9,Jaipur,3,7.5,255.5,1916.05
4,8.0,18.9,5.1,4.6,1.1,2.1,7.7,Delhi,3,7.7,427.7,3293.53
5,6.9,19.0,6.0,1.6,3.4,5.0,5.7,Bengaluru,4,7.9,469.9,3712.31
2,8.5,18.7,2.1,2.7,3.9,3.8,6.0,Pune,12,7.8,276.0,2152.71
5,4.5,18.7,1.5,2.1,4.0,2.3,4.3,Kolkata,2,7.5,239.2,1793.95
2,5.7,14.9,3.1,5.0,4.9,3.6,5.0,Pune,2,8.0,297.7,2381.9
5,8.7,20.9,1.9,3.3,5.4,1.8,7.6,Ahmedabad,1,7.4,263.3,1948.4
6,5.7,22.0,13.0,2.0,1.0,4.5,3.8,Kolkata,5,7.8,796.0,6208.89
2,8.9,24.0,4.1,1.1,0.2,6.1,5.0,Bengaluru,4,8.1,370.6,3002.09
5,7.5,22.6,6.7,2.7,3.1,4.7,8.1,Mumbai,11,8.9,480.2,4273.37
3,5.9,22.4,3.7,3.0,4.1,2.0,4.8,Pune,10,8.0,365.3,2922.68
1,6.2,20.9,2.6,5.2,1.3,1.6,6.1,Delhi,2,7.6,283.4,2153.59
2,7.0,14.7,1.5,5.5,3.5,3.1,6.2,Bengaluru,3,7.7,231.0,1778.96
3,6.4,20.8,3.9,1.1,6.6,0.6,4.3,Hyderabad,7,7.9,356.7,2818.17
1,8.8,20.3,1.2,5.5,0.3,4.4,6.8,Delhi,7,7.5,225.7,1692.94
2,6.1,23.1,3.3,4.9,3.0,4.0,5.9,Chennai,12,8.5,353.1,3001.0
